DateTime,SNR,Uniformity,Contrast,Ghosting,D45,D135,Output,LaserX,LaserY,LaserZ,Operator
20160704.145543,1.623,96.174,0.798,0.0104,91.092,91.115,5.792,103.816,0,101.639,Therapist
20160705.081645,1.611,97.686,0.791,0.0233,91.067,91.209,6.13,104.829,0,101.411,RR
20160706.084543,1.514,96.858,0.794,0.0271,91.236,91.19,5.911,102.484,0,102.003,Therapist
20160707.082523,1.622,96.983,0.795,0.003,91.311,91.343,5.972,103.228,0,101.737,RR
20160708.081527,1.506,99.122,0.765,0.0175,91.295,91.292,6.21,102.17,0,101.818,Therapist
20160711.090322,1.547,98.595,0.792,0.0063,91.141,91.138,5.758,106.462,4,100.275,DE
20160712.085354,1.598,96.913,0.792,0.0174,91.081,91.166,6.002,104.16,4,100.414,RR
20160713.084533,1.504,97.865,0.795,0.0266,91.19,91.182,5.82,104.999,4,100.239,DE
20160714.084548,1.659,99.011,0.795,0.0092,91.26,91.1,5.92,104.082,0,99.418,Therapist
20160715.085649,1.487,97.277,0.795,0.0028,91.002,91.059,5.952,104.71,4,99.56,RR
20160718.083240,1.683,96.682,0.792,0.0192,91.322,91.271,6.028,104.254,4,97.625,DE
20160719.091315,1.549,97.033,0.796,0.0008,91.089,91.096,5.85,102.109,4,97.052,RR
20160719.130513,0.901,72.841,0.654,0.2867,0,0,5.082,100,4,100,Therapist
20160719.165828,1.845,96.318,0.803,0.0158,91.075,91.132,5.835,101.709,4,99.215,Therapist
20160720.085052,1.805,97.025,0.795,0.0068,91.112,91.014,6.196,102.772,4,98.097,Therapist
20160721.085527,1.893,96.015,0.788,0.0066,90.957,91.249,6.299,103.329,4,97.512,Therapist
20160722.081025,1.753,98.754,0.8,0.0074,91.082,91.14,5.864,103.329,0,97.512,RR
20160725.090830,2.406,94.396,0.762,0.0047,91.028,90.976,6.196,103.329,0,97.512,DE
20160726.090632,1.781,98.298,0.792,0.0021,91.09,91.022,6.215,103.329,4,97.512,RR
20160727.084259,1.716,98.51,0.798,0.0079,91.064,90.991,6.16,103.329,4,97.512,DE
20160728.083937,1.727,98.761,0.798,0.0059,90.996,91.043,5.881,103.329,0,97.512,RR
20160729.083131,1.779,96.972,0.798,0.0132,91.106,91.112,5.9,103.329,4,97.512,RR
20160801.081922,1.741,98.168,0.8,0.0066,91.119,91.186,5.866,103.329,4,97.512,DE
20160802.084954,2.258,89.137,0.767,0.0124,91.063,91.079,6.347,103.329,0,97.512,RR
20160803.095606,1.934,98.665,0.796,0.0044,91.088,91.08,6.256,103.329,4,97.512,DE
20160804.084845,1.936,94.384,0.785,0.0097,90.934,91.036,6.586,103.329,4,97.512,DE
20160805.081436,1.937,97.423,0.792,0.0029,91.102,91.117,6.559,103.329,4,97.512,Therapist
20160808.085854,1.659,97.181,0.795,0.0008,91.093,91.112,5.764,103.329,0,97.512,DE
20160810.090624,1.69,97.16,0.799,0.0172,91.091,91.238,5.888,103.329,4,97.512,Therapist
20160811.082536,1.675,97.671,0.794,0.0004,91.112,91.191,5.834,103.329,0,97.512,Therapist
20160815.084753,1.693,96.355,0.794,0.0008,90.998,91.001,5.793,103.329,0,97.512,Therapist
20160816.093938,1.708,97.472,0.796,0.0036,91.102,91.157,5.794,103.329,0,97.512,Therapist
20160817.082607,1.878,97.536,0.799,0.0048,90.991,91.288,5.777,103.329,0,97.512,DE
20160818.090218,1.713,97.496,0.788,0.0089,91.185,91.301,5.983,103.329,0,97.512,DE
20160822.083944,1.618,97.209,0.791,0.0092,91.022,91.078,5.902,103.329,0,97.512,Therapist
20160823.082219,1.756,98.227,0.791,0.025,91.111,91.029,5.815,103.329,0,97.512,RR
20160825.085213,1.867,96.348,0.793,0.0145,91.163,91.05,5.727,103.329,0,97.512,Therapist
20160826.083641,1.731,98.319,0.795,0.0054,90.953,91.084,5.873,103.329,0,97.512,RR
20160829.085555,1.773,97.313,0.794,0.0089,91.23,91.138,5.664,103.329,0,97.512,Therapist
20160831.090320,1.742,98.682,0.794,0.0246,90.996,91.24,6.018,103.329,0,97.512,Therapist
20160901.083202,1.809,99.39,0.795,0.0086,91.008,91.173,5.867,103.329,0,97.512,Therapist
20160902.082824,1.833,96.166,0.778,0.0117,90.942,91.242,6.025,103.329,0,97.512,Therapist
20160905.083936,1.643,98.427,0.788,0.0097,91.052,91.133,5.786,101.954,0,97.527,Therapist
20160907.083451,1.648,98.71,0.778,0.0127,91.085,90.993,5.81,102.965,0,95.895,Therapist
20160908.083548,1.772,96.771,0.785,0.0042,90.998,91.142,5.972,103.329,0,97.512,Therapist
20160909.084725,1.64,98.095,0.783,0.004,91.21,91.086,6.064,103.329,0,97.512,Therapist
20160912.100735,1.66,95.064,0.785,0.0052,91.194,91.109,5.916,103.329,0,97.512,Therapist
20160913.085033,1.732,97.831,0.783,0.0092,90.989,91.012,6.012,101.954,0,97.527,Therapist
20160914.090827,1.682,97.79,0.765,0.0015,91.121,91.185,5.823,103.329,0,97.512,RR
20160915.085323,1.951,96.312,0.77,0.0225,91.661,91.265,5.769,103.329,0,97.512,DE
20160916.081752,1.985,97.483,0.769,0.0022,91.842,91.217,5.802,101.954,0,97.527,Therapist
20160919.084605,1.871,98.945,0.777,0.0161,91.822,91.199,5.755,102.965,0,95.895,Therapist
20160920.071851,1.72,97.798,0.761,0.0112,91.69,91.147,5.952,103.329,0,97.512,Therapist
20160921.091025,1.736,97.254,0.771,0.0222,91.703,91.213,5.899,103.329,0,97.512,Therapist
20160922.085630,1.743,97.91,0.765,0.0038,91.58,91.326,5.859,103.329,0,97.512,Therapist
20160923.083452,1.751,98.217,0.767,0.0233,91.764,91.124,5.832,103.329,0,97.512,Therapist
20160926.083249,1.806,98.304,0.787,0.0177,91.17,91.861,5.797,103.329,0,97.512,Therapist
20160927.085943,1.817,98.152,0.769,0.0139,91.241,91.68,5.816,103.329,0,97.512,RR
20160928.091929,1.685,97.294,0.768,0.0079,91.759,91.318,5.891,103.329,4,97.512,Therapist
20160929.083849,1.875,97.61,0.798,0.0189,91.073,91.59,5.882,103.329,0,97.512,Therapist
20160930.090756,1.862,97.753,0.792,0.0187,91.189,91.554,5.926,103.329,0,97.512,Therapist
20161004.093404,1.767,97.859,0.788,0.0044,91.217,91.597,5.854,103.329,0,97.512,Therapist
20161005.092639,1.658,98.042,0.763,0.0051,91.684,91.207,5.831,103.329,4,97.512,Therapist
20161006.083108,1.772,98.816,0.763,0.0278,91.889,91.375,5.811,103.329,0,97.512,Therapist
20161007.082821,1.766,99.133,0.764,0.0106,91.754,91.263,5.875,103.329,0,97.512,Therapist
20161010.083846,1.643,97.832,0.756,0.0255,64.799,64.678,5.912,103.329,0,97.512,Therapist
20161011.090410,1.728,98.012,0.768,0.0005,91.585,91.303,5.838,103.329,0,97.512,Therapist
20161012.091736,1.718,96.369,0.801,0.0238,91.787,91.326,5.801,103.329,4,97.512,Therapist
20161013.083605,1.801,96.107,0.799,0.0167,91.653,91.153,5.861,103.329,0,97.512,Therapist
20161018.085302,1.809,95.741,0.8,0.0054,91.615,91.745,5.88,103.329,0,97.512,Therapist
20161019.083121,1.762,96.868,0.804,0.0046,91.636,91.28,5.671,103.329,0,97.512,Therapist
20161020.083647,1.735,97.759,0.821,0.0046,91.424,91.275,7.063,103.329,0,97.512,Therapist
20161021.082437,1.674,98.37,0.81,0.0116,91.317,91.247,7.073,103.329,0,97.512,Therapist
20161024.090531,1.96,96.196,0.781,0.0158,91.712,91.22,5.924,103.329,0,97.512,Therapist
20161025.085924,1.839,96.826,0.79,0.0008,91.691,91.185,5.398,103.329,0,97.512,Therapist
20161026.094426,2.057,96.231,0.788,0.0365,91.918,91.445,5.877,103.329,0,97.512,Therapist
20161027.090054,1.636,93.377,0.778,0.0013,91.959,91.619,7.006,103.329,0,97.512,Therapist
20161028.094636,1.68,93.645,0.791,0.0173,91.787,91.666,7.016,103.329,0,97.512,Therapist
20161031.084330,1.872,97.62,0.793,0.0163,91.67,91.807,7.07,103.329,0,97.512,Therapist
20161101.083146,1.806,98.361,0.79,0.0103,91.611,91.825,6.985,103.329,0,97.512,Therapist
20161103.084152,1.698,98.447,0.79,0.0106,92.511,91.197,7.003,103.329,0,97.512,Therapist
20161104.090147,1.683,99.241,0.786,0.0073,91.684,91.396,7.018,103.329,0,97.512,Therapist
20161107.082730,1.768,97.626,0.797,0.0229,91.741,91.607,7.043,103.329,0,97.512,Therapist
20161108.082302,1.898,98.756,0.785,0.0429,92.197,91.652,7.027,103.329,0,97.512,Therapist
20161109.093017,1.921,98.722,0.793,0.014,91.291,91.658,5.86,103.329,0,97.512,Therapist
20161110.083439,1.83,96.715,0.795,0.0103,91.194,92.358,5.86,101.954,0,97.527,Therapist
20161111.083726,1.805,97.206,0.792,0.0132,91.602,91.889,5.86,102.965,0,95.895,Therapist
20161114.084347,1.789,98.203,0.806,0.0085,91.748,91.839,5.86,102.257,0,96.794,Therapist
20161115.085308,1.812,97.451,0.794,0.0049,91.748,92.51,5.86,103.615,0,97.63,Therapist
20161116.084504,1.917,97.026,0.803,0.0041,91.553,91.898,5.86,103.329,0,97.512,Therapist
20161117.083847,1.9,97.968,0.793,0.0127,91.642,91.806,5.871,103.329,0,97.512,Therapist
20161118.090350,1.783,96.905,0.795,0.0115,91.531,92.219,5.86,103.329,0,97.512,Therapist
20161121.085957,1.923,96.105,0.794,0.0092,91.492,91.699,5.86,103.329,0,97.512,Therapist
20161122.091448,1.727,98.255,0.795,0.0009,91.36,91.419,5.86,103.329,0,97.512,Therapist
20161123.090105,1.672,97.213,0.792,0.0031,91.811,91.364,5.86,103.329,0,97.512,Therapist
20161124.090710,1.801,99.191,0.793,0.0134,91.721,91.363,5.86,103.329,0,97.512,Therapist
20161125.082428,1.704,95.596,0.796,0.015,91.677,91.145,5.86,103.329,0,97.512,Therapist
20161128.083608,1.751,99.209,0.792,0.0152,91.409,91.488,5.86,103.329,0,97.512,Therapist
20161129.083505,1.712,95.431,0.793,0.0022,91.811,91.433,5.86,103.329,0,97.512,Therapist
20161130.082955,1.716,98.078,0.795,0.0134,91.741,91.367,5.86,103.329,0,97.512,Therapist
20161201.083556,1.81,98.574,0.797,0.0002,91.71,91.217,5.86,103.329,0,97.512,Therapist
20161205.083446,1.801,99.127,0.791,0.01,91.668,91.203,5.86,103.329,0,97.512,Therapist
20161206.094720,1.828,95.589,0.793,0.01,91.729,91.301,5.86,103.329,0,97.512,Therapist
20161207.085215,1.923,96.844,0.796,0.01,91.382,91.537,5.86,103.329,0,97.512,Therapist
20161208.085104,1.732,96.347,0.795,0.01,91.38,91.587,5.86,103.329,0,97.512,Therapist
20161209.092849,1.825,97.195,0.792,0.0017,91.238,91.492,5.86,103.329,0,97.512,Therapist
20161212.080427,1.834,96.931,0.798,0.01,91.835,91.546,5.86,103.329,0,97.512,Therapist
20161213.090231,1.786,96.406,0.797,0.0124,91.3,91.306,5.86,103.329,4,97.512,Therapist
20161214.091012,1.728,96.672,0.795,0.0053,91.431,91.349,5.86,103.329,0,97.512,Therapist
20161215.083150,1.792,97.894,0.794,0.01,91.296,91.709,5.86,103.329,0,97.512,Therapist
20161216.083449,1.823,97.757,0.8,0.0028,91.366,91.633,5.86,103.329,0,97.512,Therapist
20161219.084022,1.734,96.571,0.793,0.01,91.262,91.774,5.86,103.329,0,97.512,Therapist
20161220.084030,1.693,99.137,0.798,0.0031,91.272,91.656,5.86,103.329,0,97.512,Therapist
20161221.084125,1.83,96.8,0.796,0.0045,91.354,91.302,5.86,103.329,0,97.512,Therapist
20161223.082710,1.769,98.451,0.796,0.01,91.677,91.228,5.86,103.329,0,97.512,Therapist
20161228.091900,1.769,98.326,0.797,0.0052,91.403,91.399,5.86,103.329,0,97.512,Therapist
20170103.090517,1.749,96.223,0.794,0.0076,91.385,91.327,5.86,103.329,0,97.512,Therapist
20170104.085721,1.772,96.379,0.793,0.01,91.644,91.207,5.857,103.329,0,97.512,Therapist
20170105.084212,1.723,96.741,0.791,0.0088,91.191,91.73,5.82,103.329,0,97.512,Therapist
20170106.084249,1.679,98.274,0.79,0.0036,91.496,91.38,5.891,103.329,4,97.512,Therapist
20170109.084123,1.864,97.037,0.794,0.01,91.303,91.605,5.902,103.329,0,97.512,Therapist
20170110.104437,1.734,96.384,0.8,0.0111,91.305,91.31,5.836,103.329,4,97.512,Therapist
20170111.084902,1.663,97.425,0.796,0.0133,91.428,91.607,5.809,103.329,0,97.512,Therapist
20170112.083119,1.717,98.548,0.794,0.0007,91.29,91.792,5.816,103.329,0,97.512,Therapist
20170113.092827,1.775,96.374,0.796,0.01,91.254,91.814,5.89,103.329,0,97.512,Therapist
20170116.083656,1.78,98.304,0.797,0.0002,91.113,91.373,5.854,103.329,0,97.512,Therapist
20170117.090527,1.746,96.953,0.803,0.0051,91.33,91.292,5.805,103.329,0,97.512,Therapist
20170118.083347,1.924,98.984,0.797,0.01,91.717,91.206,5.722,103.329,0,97.512,Therapist
20170119.084416,1.809,97.648,0.8,0.0041,91.669,91.186,5.689,103.329,0,97.512,Therapist
20170120.084404,1.724,97.339,0.79,0.01,91.72,91.399,5.848,103.329,0,97.512,Therapist
20170123.083323,1.801,97.309,0.789,0.0101,91.732,91.16,5.765,103.329,0,97.512,Therapist
20170124.081914,1.811,98.305,0.8,0.01,91.732,91.276,5.641,103.329,4,97.512,Therapist
20170125.082545,1.766,98.542,0.794,0.0085,91.828,91.459,5.765,103.329,4,97.512,Therapist
20170127.084202,1.927,96.204,0.793,0.01,91.712,91.399,5.903,103.329,0,97.512,Therapist
20170130.083325,1.727,96.048,0.8,0.0001,92.009,91.55,6.012,103.329,4,97.512,Therapist
20170131.085258,1.984,97.963,0.788,0.01,91.757,91.391,5.86,103.329,4,97.512,Therapist
20170201.083633,1.781,97.699,0.799,0.0081,91.629,91.36,5.771,103.329,4,97.512,Therapist
20170202.083528,1.704,97.455,0.796,0.0135,91.501,91.466,5.749,103.329,4,97.512,Therapist
20170203.084412,1.727,98.447,0.791,0.0113,91.473,91.703,5.879,103.329,4,97.512,Therapist
20170206.083214,1.722,97.382,0.798,0.001,91.514,91.432,5.864,103.329,4,97.512,DE
20170207.084015,1.923,94.816,0.791,0.0075,91.499,91.633,6.159,103.329,0,97.512,Therapist
20170208.085825,1.775,98.069,0.796,0.01,91.635,91.5,5.816,103.329,4,97.512,Therapist
20170209.083027,1.731,96.895,0.797,0.0122,91.303,91.6,5.618,103.329,4,97.512,Therapist
20170210.081507,1.663,96.861,0.791,0.002,91.726,91.395,5.852,103.329,4,97.512,Therapist
20170213.083533,1.777,97.006,0.797,0.0045,91.761,91.373,5.559,103.329,4,97.512,Therapist
20170215.093032,1.819,98.12,0.799,0.0016,91.288,91.86,5.778,103.329,4,97.512,Therapist
20170221.082326,1.911,98.595,0.801,0.01,91.587,91.541,5.768,103.329,4,97.512,Therapist
20170222.085132,1.811,98.821,0.798,0.01,91.696,91.413,5.823,103.329,4,97.512,DE
20170223.083102,1.85,96.715,0.802,0.01,91.491,91.496,5.735,103.329,4,97.512,DE
20170224.082205,1.756,98.181,0.799,0.01,91.519,91.984,5.618,103.329,4,97.512,Therapist
20170227.083851,1.669,96.633,0.789,0.0077,91.796,91.545,5.784,103.329,4,97.512,DE
20170228.091509,1.813,97.927,0.799,0.011,91.951,91.575,5.75,103.329,4,97.512,Therapist
20170301.083534,1.849,96.038,0.796,0.0096,91.768,91.536,5.772,103.329,4,97.512,DE
20170302.090637,1.792,97.527,0.798,0.0067,91.768,91.303,5.89,103.329,4,97.512,DE
20170303.081857,1.864,95.603,0.799,0.01,91.807,91.726,5.839,103.329,4,97.512,Therapist
20170306.083658,1.805,96.927,0.798,0.01,91.626,91.494,5.77,103.329,4,97.512,DE
20170307.085455,1.76,99.025,0.799,0.0188,91.581,91.71,5.779,103.329,4,97.512,Therapist
20170308.083143,1.846,98.65,0.803,0.01,91.86,91.237,5.802,103.329,4,97.512,Therapist
20170309.083441,1.759,98.213,0.802,0.01,91.457,91.408,5.806,103.329,0,97.512,Therapist
20170310.081523,1.741,96.089,0.799,0.01,91.835,91.446,5.788,103.329,4,97.512,Therapist
20170313.085447,1.852,98.886,0.796,0.01,91.781,91.612,5.779,103.329,4,97.512,Therapist
20170314.082650,1.774,97.581,0.801,0.0029,91.531,91.956,5.727,103.329,4,97.512,Therapist
20170315.083748,1.698,95.859,0.801,0.0165,91.493,91.723,5.747,103.329,4,97.512,DE
20170316.085925,1.78,95.913,0.797,0.01,91.59,91.473,6.239,103.329,4,97.512,Therapist
20170317.082455,1.754,97.715,0.8,0.0194,91.877,91.465,5.89,103.329,4,97.512,Therapist
20170320.083002,1.851,96.759,0.801,0.01,91.952,91.509,5.848,103.329,4,97.512,Therapist
20170321.091213,1.822,97.096,0.797,0.0131,92.128,91.402,5.753,103.329,4,97.512,Therapist
20170322.084212,1.822,98.523,0.803,0.0109,91.524,91.761,5.665,103.329,4,97.512,Therapist
20170323.085100,1.847,95.719,0.795,0.0186,91.48,91.736,5.78,103.329,4,97.512,Therapist
20170324.091427,1.787,97.742,0.799,0.01,91.487,91.393,5.733,103.329,4,97.512,Therapist
20170327.091121,1.896,96.041,0.797,0.01,91.536,91.484,5.803,103.329,4,97.512,Therapist
20170328.084234,1.721,96.644,0.803,0.0042,91.43,91.446,5.737,103.329,0,97.512,Therapist
20170329.093505,1.749,98.327,0.799,0.0134,91.489,91.977,5.838,103.329,0,97.512,Therapist
20170331.082306,1.791,98.059,0.797,0.0192,91.864,91.442,5.852,103.329,4,97.512,Therapist
